acc_speed,acc_state,acce,change_angle,city,conditions,daisu_hire,danger_rate,danger_score,date,dece,direction_angle,district,foot_brake,gps_speed,hand_brake,high_temp,lat,left_turn_signals,lng,low_temp,max_daisu,mileage,off_flip,over_speed,precipitation,province,rapid_change_road,relative_humidity,right_turn_signals,tierd_drive,vehicleplatenumber,week,wind_direction,wind_power
0,1,0,0,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,87,南昌,0,35,0,35,28.670593,0,115.976058,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
0,1,0,0,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,87,南昌,0,35,0,35,28.670593,0,115.97596,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.092592593,1,0,1,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,87,南昌,0,35,0,35,28.67059,0,115.975858,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
0,1,0,1,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,86,南昌,0,35,0,35,28.670588,0,115.975756,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
.092592593,1,0,4,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,87,南昌,0,34,0,35,28.670586,0,115.975656,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
.092592593,1,0,2,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,91,南昌,0,34,0,35,28.670586,0,115.975556,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
.092592593,1,0,2,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,89,南昌,0,34,0,35,28.670591,0,115.975456,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
0,1,0,2,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,91,南昌,0,34,0,35,28.670593,0,115.975356,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.277777778,1,0,0,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,89,南昌,0,37,0,35,28.670593,0,115.975253,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.37037037,1,0,0,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,89,南昌,0,38,0,35,28.67059,0,115.975145,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.462962963,1,0,3,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,89,南昌,0,39,0,35,28.670585,0,115.975033,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.462962963,1,0,3,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,92,南昌,0,42,0,35,28.670581,0,115.974918,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.462962963,1,0,1,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,95,南昌,0,43,0,35,28.670583,0,115.974798,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.555555556,1,0,1,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,96,南昌,0,45,0,35,28.670591,0,115.974676,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.277777778,1,0,2,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,97,南昌,0,45,0,35,28.670603,0,115.974551,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.277777778,1,0,1,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,99,南昌,0,46,0,35,28.670616,0,115.974425,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
0,1,0,1,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,98,南昌,0,45,0,35,28.670631,0,115.974296,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
.092592593,1,0,4,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,99,南昌,0,44,0,35,28.670646,0,115.97417,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
.185185185,1,0,2,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,103,南昌,0,44,0,35,28.670666,0,115.974048,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
.185185185,1,0,2,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,105,南昌,0,43,0,35,28.670691,0,115.973928,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
.277777778,1,0,2,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,103,南昌,0,41,0,35,28.670716,0,115.973811,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
.37037037,1,0,0,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,105,南昌,0,40,0,35,28.67074,0,115.973703,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
.37037037,1,0,0,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,105,南昌,0,39,0,35,28.670766,0,115.973595,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
.185185185,1,0,2,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,105,南昌,0,39,0,35,28.670791,0,115.973486,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
.185185185,1,0,4,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,107,南昌,0,38,0,35,28.670815,0,115.973381,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
.277777778,1,0,3,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,111,南昌,0,36,0,35,28.670843,0,115.973281,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
.185185185,1,0,1,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,114,南昌,0,37,0,35,28.670878,0,115.973186,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
.092592593,1,0,0,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,115,南昌,0,37,0,35,28.670918,0,115.973095,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.185185185,1,0,0,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,115,南昌,0,38,0,35,28.670958,0,115.973001,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.185185185,1,0,1,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,115,南昌,0,39,0,35,28.670998,0,115.97291,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.277777778,1,0,1,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,116,南昌,0,40,0,35,28.671041,0,115.972811,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.185185185,1,0,2,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,117,南昌,0,40,0,35,28.671086,0,115.97271,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.277777778,1,0,2,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,119,南昌,0,42,0,35,28.671135,0,115.972608,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.185185185,1,0,2,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,121,南昌,0,42,0,35,28.671188,0,115.972503,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.185185185,1,0,2,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,123,南昌,0,42,0,35,28.671245,0,115.972403,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
0,1,0,2,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,125,南昌,0,42,0,35,28.671303,0,115.972305,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.092592593,1,0,3,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,127,南昌,0,43,0,35,28.671363,0,115.97221,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.185185185,1,0,1,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,130,南昌,0,44,0,35,28.671426,0,115.972115,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.277777778,1,0,1,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,131,南昌,0,45,0,35,28.671495,0,115.97202,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.185185185,1,0,1,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,132,南昌,0,45,0,35,28.671568,0,115.971925,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.185185185,1,0,1,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,133,南昌,0,46,0,35,28.671645,0,115.97183,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.092592593,1,0,1,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,132,南昌,0,46,0,35,28.671725,0,115.971735,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.092592593,1,0,3,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,131,南昌,0,46,0,35,28.671805,0,115.971635,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
0,1,0,2,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,134,南昌,0,46,0,35,28.67188,0,115.971533,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.092592593,1,0,1,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,136,南昌,0,47,0,35,28.671961,0,115.97144,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.185185185,1,0,3,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,135,南昌,0,48,0,35,28.672046,0,115.971346,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.185185185,1,0,1,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,138,南昌,0,48,0,35,28.672131,0,115.971255,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.092592593,1,0,1,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,137,南昌,0,48,0,35,28.672223,0,115.971163,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
.092592593,1,0,1,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,138,南昌,0,47,0,35,28.672311,0,115.971075,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
.185185185,1,0,0,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,137,南昌,0,46,0,35,28.6724,0,115.970986,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
.185185185,1,0,0,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,137,南昌,0,46,0,35,28.672485,0,115.970896,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
.092592593,1,0,1,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,137,南昌,0,46,0,35,28.672571,0,115.970808,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
.277777778,1,0,1,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,138,南昌,0,43,0,35,28.672656,0,115.97072,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
.462962963,1,0,1,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,137,南昌,0,41,0,35,28.67274,0,115.970635,26,0,4684,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
.648148148,1,0,1,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,136,南昌,0,39,0,35,28.672816,0,115.970555,26,0,4683,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
.462962963,1,0,1,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,137,南昌,0,38,0,35,28.67289,0,115.970475,26,0,4683,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
.37037037,1,0,1,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,138,南昌,0,37,0,35,28.672963,0,115.970401,26,0,4683,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
.277777778,1,0,0,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,139,南昌,0,36,0,35,28.673035,0,115.970333,26,0,4683,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
.277777778,1,0,2,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,139,南昌,0,35,0,35,28.673105,0,115.970265,26,0,4683,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
.555555556,1,0,0,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,141,南昌,0,31,0,35,28.673171,0,115.970201,26,0,4683,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
.833333333,1,0,2,南昌,雷阵雨转多云,0,0,0,2018/8/4,0,141,南昌,0,27,0,35,28.673233,0,115.970148,26,0,4683,0,0,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
1.111111111,1,0,3,南昌,雷阵雨转多云,0,0,0,2018/8/4,0,143,南昌,0,23,0,35,28.673283,0,115.970103,26,0,4683,0,0,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
1.018518519,1,0,5,南昌,雷阵雨转多云,0,0,0,2018/8/4,0,146,南昌,0,20,0,35,28.673328,0,115.970065,26,0,4683,0,0,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
.925925926,1,0,0,南昌,雷阵雨转多云,0,0,0,2018/8/4,0,151,南昌,0,17,0,35,28.673371,0,115.970035,26,0,4683,0,0,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
.740740741,1,0,3,南昌,雷阵雨转多云,0,0,0,2018/8/4,0,151,南昌,0,15,0,35,28.67341,0,115.970015,26,0,4683,0,0,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
.462962963,1,0,8,南昌,雷阵雨转多云,0,0,0,2018/8/4,0,154,南昌,0,15,0,35,28.673443,0,115.969998,26,0,4683,0,0,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.092592593,1,0,25,南昌,雷阵雨转多云,0,1,2,2018/8/4,0,146,南昌,0,18,0,35,28.673478,0,115.96998,26,0,4683,0,0,,江西,1,,0,0,AA00001,星期六,西南风,1-2级
-.092592593,1,0,24,南昌,雷阵雨转多云,0,1,2,2018/8/4,0,121,南昌,0,16,0,35,28.673511,0,115.969955,26,0,4683,0,0,,江西,1,,0,0,AA00001,星期六,西南风,1-2级
-.185185185,1,0,24,南昌,雷阵雨转多云,0,1,2,2018/8/4,0,97,南昌,0,17,0,35,28.67353,0,115.969916,26,0,4683,0,0,,江西,1,,0,0,AA00001,星期六,西南风,1-2级
-.277777778,1,0,10,南昌,雷阵雨转多云,0,1,2,2018/8/4,0,73,南昌,0,21,0,35,28.673535,0,115.96987,26,0,4683,0,0,,江西,1,,0,0,AA00001,星期六,西南风,1-2级
-.925925926,1,0,7,南昌,雷阵雨转多云,0,0,0,2018/8/4,0,63,南昌,0,26,0,35,28.673516,0,115.969813,26,0,4683,0,0,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-1.111111111,1,0,1,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,56,南昌,0,29,0,35,28.673486,0,115.969748,26,0,4683,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.925925926,1,0,0,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,55,南昌,0,31,0,35,28.673445,0,115.969678,26,0,4683,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.648148148,1,0,1,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,55,南昌,0,33,0,35,28.6734,0,115.969605,26,0,4683,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.462962963,1,0,1,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,54,南昌,0,34,0,35,28.673353,0,115.96953,26,0,4683,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.555555556,1,0,0,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,53,南昌,0,37,0,35,28.673301,0,115.96945,26,0,4683,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.740740741,1,0,0,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,53,南昌,0,41,0,35,28.673246,0,115.969363,26,0,4683,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.648148148,1,0,4,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,53,南昌,0,41,0,35,28.673186,0,115.96927,26,0,4683,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.462962963,1,0,1,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,57,南昌,0,42,0,35,28.673128,0,115.969171,26,0,4683,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.185185185,1,0,0,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,58,南昌,0,43,0,35,28.673075,0,115.969066,26,0,4683,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.277777778,1,0,4,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,58,南昌,0,44,0,35,28.673018,0,115.968961,26,0,4683,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.185185185,1,0,0,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,54,南昌,0,44,0,35,28.67296,0,115.968858,26,0,4683,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.185185185,1,0,0,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,54,南昌,0,45,0,35,28.672898,0,115.968753,26,0,4683,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.092592593,1,0,1,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,54,南昌,0,45,0,35,28.672835,0,115.968646,26,0,4683,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.185185185,1,0,1,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,53,南昌,0,46,0,35,28.672771,0,115.96854,26,0,4683,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.092592593,1,0,0,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,52,南昌,0,46,0,35,28.672706,0,115.968435,26,0,4683,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
-.185185185,1,0,2,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,52,南昌,0,47,0,35,28.672638,0,115.96833,26,0,4683,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
0,1,0,1,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,54,南昌,0,46,0,35,28.672566,0,115.968225,26,0,4683,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
0,1,0,1,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,53,南昌,0,46,0,35,28.672501,0,115.968116,26,0,4683,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
0,1,0,0,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,52,南昌,0,47,0,35,28.672435,0,115.968006,26,0,4683,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
0,1,0,2,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,52,南昌,0,46,0,35,28.672363,0,115.967896,26,0,4683,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
0,1,0,2,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,54,南昌,0,46,0,35,28.672291,0,115.96779,26,0,4683,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
.092592593,1,0,0,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,52,南昌,0,46,0,35,28.672223,0,115.967681,26,0,4683,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
.092592593,1,0,1,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,52,南昌,0,45,0,35,28.672151,0,115.96758,26,0,4683,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
.092592593,1,0,0,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,53,南昌,0,45,0,35,28.672076,0,115.967481,26,0,4683,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
.092592593,1,0,2,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,53,南昌,0,45,0,35,28.672003,0,115.967381,26,0,4683,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
0,1,0,0,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,51,南昌,0,45,0,35,28.671933,0,115.967283,26,0,4683,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
0,1,0,3,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,51,南昌,0,45,0,35,28.67186,0,115.967185,26,0,4683,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
.092592593,1,0,2,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,54,南昌,0,44,0,35,28.671786,0,115.967086,26,0,4683,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
.092592593,1,0,3,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,56,南昌,0,44,0,35,28.671721,0,115.966985,26,0,4683,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
.185185185,1,0,5,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,59,南昌,0,43,0,35,28.671661,0,115.966878,26,0,4683,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
0,1,0,1,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,64,南昌,0,44,0,35,28.671608,0,115.966766,26,0,4683,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
.092592593,1,0,0,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,65,南昌,0,43,0,35,28.67156,0,115.966656,26,0,4683,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
.092592593,1,0,2,南昌,雷阵雨转多云,0,1,3,2018/8/4,0,65,南昌,0,42,0,35,28.671515,0,115.966546,26,0,4683,0,1,,江西,0,,0,0,AA00001,星期六,西南风,1-2级
