,vehicleplatenumber,device_num,direction_angle,lng,lat,acc_state,right_turn_signals,left_turn_signals,hand_brake,foot_brake,location_time,gps_speed,mileage,unix_time,acc_speed,acce,dece,tierd_drive,daisu_hire,max_daisu,off_flip,over_speed,change_angle,rapid_change_road,danger_score,date,province,city,district,danger_rate
10,AA00001,AAA9102001,115,115.945001,28.651006,1,0,0,0,0,2018-08-04 01:24:02,23,4678,1533317042.0,0.462962962962963,0,0,0,0,0,0,0,3,0,0.0,4/8/2018,江西,南昌,青山湖区,0
11,AA00001,AAA9102001,115,115.94507,28.650981,1,0,0,0,0,2018-08-04 01:24:03,26,4678,1533317043.0,0.3703703703703704,0,0,0,0,0,0,0,0,0,0.0,4/8/2018,江西,南昌,青山湖区,0
12,AA00001,AAA9102001,115,115.945141,28.650955,1,0,0,0,0,2018-08-04 01:24:04,27,4678,1533317044.0,0.462962962962963,0,0,0,0,0,0,0,0,0,0.0,4/8/2018,江西,南昌,青山湖区,0
13,AA00001,AAA9102001,115,115.945213,28.650925,1,0,0,0,0,2018-08-04 01:24:05,28,4678,1533317045.0,0.462962962962963,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,青山湖区,1
14,AA00001,AAA9102001,116,115.94529,28.650891,1,0,0,0,0,2018-08-04 01:24:06,30,4678,1533317046.0,0.2777777777777778,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,青山湖区,1
15,AA00001,AAA9102001,116,115.94537,28.650856,1,0,0,0,0,2018-08-04 01:24:07,32,4678,1533317047.0,0.0925925925925926,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,青山湖区,1
16,AA00001,AAA9102001,117,115.945453,28.650818,1,0,0,0,0,2018-08-04 01:24:08,33,4678,1533317048.0,-0.0925925925925926,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,青山湖区,1
17,AA00001,AAA9102001,116,115.94553799999998,28.65078,1,0,0,0,0,2018-08-04 01:24:09,33,4679,1533317049.0,-0.1851851851851852,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,青山湖区,1
18,AA00001,AAA9102001,117,115.945623,28.650741,1,0,0,0,0,2018-08-04 01:24:10,33,4679,1533317050.0,0.0,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,青山湖区,1
19,AA00001,AAA9102001,118,115.945705,28.650703000000004,1,0,0,0,0,2018-08-04 01:24:11,32,4679,1533317051.0,0.0925925925925926,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,青山湖区,1
20,AA00001,AAA9102001,117,115.945783,28.650666,1,0,0,0,0,2018-08-04 01:24:12,31,4679,1533317052.0,0.2777777777777778,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,青山湖区,1
21,AA00001,AAA9102001,115,115.945941,28.650598,1,0,0,0,0,2018-08-04 01:24:14,33,4679,1533317054.0,0.2777777777777778,0,0,0,0,0,0,1,2,0,3.0,4/8/2018,江西,南昌,青山湖区,1
22,AA00001,AAA9102001,115,115.946026,28.650563,1,0,0,0,0,2018-08-04 01:24:15,34,4679,1533317055.0,0.2777777777777778,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,青山湖区,1
23,AA00001,AAA9102001,115,115.946115,28.650526,1,0,0,0,0,2018-08-04 01:24:16,34,4679,1533317056.0,0.3703703703703704,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,青山湖区,1
24,AA00001,AAA9102001,115,115.946205,28.650488,1,0,0,0,0,2018-08-04 01:24:17,36,4679,1533317057.0,0.2777777777777778,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,青山湖区,1
25,AA00001,AAA9102001,115,115.9463,28.650448,1,0,0,0,0,2018-08-04 01:24:18,37,4679,1533317058.0,0.2777777777777778,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,青山湖区,1
26,AA00001,AAA9102001,116,115.946396,28.650406,1,0,0,0,0,2018-08-04 01:24:19,38,4679,1533317059.0,0.2777777777777778,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,青山湖区,1
27,AA00001,AAA9102001,116,115.946495,28.650365,1,0,0,0,0,2018-08-04 01:24:20,39,4679,1533317060.0,0.1851851851851852,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,青山湖区,1
28,AA00001,AAA9102001,115,115.946596,28.650321,1,0,0,0,0,2018-08-04 01:24:21,40,4679,1533317061.0,0.1851851851851852,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,青山湖区,1
29,AA00001,AAA9102001,115,115.946701,28.650278000000004,1,0,0,0,0,2018-08-04 01:24:22,41,4679,1533317062.0,0.1851851851851852,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,青山湖区,1
30,AA00001,AAA9102001,115,115.946806,28.650236,1,0,0,0,0,2018-08-04 01:24:23,41,4679,1533317063.0,0.1851851851851852,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,青山湖区,1
31,AA00001,AAA9102001,115,115.946913,28.650193,1,0,0,0,0,2018-08-04 01:24:24,42,4679,1533317064.0,0.0925925925925926,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,青山湖区,1
32,AA00001,AAA9102001,115,115.94702,28.650146000000003,1,0,0,0,0,2018-08-04 01:24:25,43,4679,1533317065.0,0.0925925925925926,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,青山湖区,1
33,AA00001,AAA9102001,117,115.947128,28.650096,1,0,0,0,0,2018-08-04 01:24:26,43,4679,1533317066.0,0.0,0,0,0,0,0,0,1,2,0,3.0,4/8/2018,江西,南昌,青山湖区,1
34,AA00001,AAA9102001,116,115.94723799999998,28.650048,1,0,0,0,0,2018-08-04 01:24:27,43,4679,1533317067.0,0.0,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,青山湖区,1
35,AA00001,AAA9102001,116,115.947348,28.649996,1,0,0,0,0,2018-08-04 01:24:28,44,4679,1533317068.0,-0.1851851851851852,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,青山湖区,1
36,AA00001,AAA9102001,117,115.947456,28.649945,1,0,0,0,0,2018-08-04 01:24:29,43,4679,1533317069.0,-0.1851851851851852,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,青山湖区,1
37,AA00001,AAA9102001,118,115.947561,28.649895,1,0,0,0,0,2018-08-04 01:24:30,43,4679,1533317070.0,-0.2777777777777778,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,青山湖区,1
38,AA00001,AAA9102001,116,115.947668,28.649843,1,0,0,0,0,2018-08-04 01:24:31,42,4679,1533317071.0,-0.1851851851851852,0,0,0,0,0,0,1,2,0,3.0,4/8/2018,江西,南昌,青山湖区,1
39,AA00001,AAA9102001,117,115.947771,28.649793,1,0,0,0,0,2018-08-04 01:24:32,41,4679,1533317072.0,-0.0925925925925926,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,青山湖区,1
40,AA00001,AAA9102001,118,115.947871,28.64974500000001,1,0,0,0,0,2018-08-04 01:24:33,40,4679,1533317073.0,0.0,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,青山湖区,1
41,AA00001,AAA9102001,120,115.947968,28.649695,1,0,0,0,0,2018-08-04 01:24:34,40,4679,1533317074.0,0.0925925925925926,0,0,0,0,0,0,1,2,0,3.0,4/8/2018,江西,南昌,青山湖区,1
42,AA00001,AAA9102001,120,115.948068,28.64964,1,0,0,0,0,2018-08-04 01:24:35,40,4679,1533317075.0,0.0925925925925926,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,青山湖区,1
43,AA00001,AAA9102001,120,115.948166,28.649590000000003,1,0,0,0,0,2018-08-04 01:24:36,40,4679,1533317076.0,0.0925925925925926,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,青山湖区,1
44,AA00001,AAA9102001,119,115.948266,28.649538,1,0,0,0,0,2018-08-04 01:24:37,41,4679,1533317077.0,-0.0925925925925926,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,青山湖区,1
45,AA00001,AAA9102001,117,115.94837,28.649490000000004,1,0,0,0,0,2018-08-04 01:24:38,41,4679,1533317078.0,-0.0925925925925926,0,0,0,0,0,0,1,2,0,3.0,4/8/2018,江西,南昌,青山湖区,1
46,AA00001,AAA9102001,115,115.948478,28.649445,1,0,0,0,0,2018-08-04 01:24:39,41,4679,1533317079.0,-0.0925925925925926,0,0,0,0,0,0,1,2,0,3.0,4/8/2018,江西,南昌,青山湖区,1
47,AA00001,AAA9102001,115,115.948583,28.649401,1,0,0,0,0,2018-08-04 01:24:40,40,4679,1533317080.0,0.0925925925925926,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,青山湖区,1
48,AA00001,AAA9102001,116,115.948686,28.649353,1,0,0,0,0,2018-08-04 01:24:41,40,4679,1533317081.0,0.0,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,青山湖区,1
49,AA00001,AAA9102001,117,115.948786,28.649306,1,0,0,0,0,2018-08-04 01:24:42,40,4679,1533317082.0,0.0,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,青山湖区,1
50,AA00001,AAA9102001,117,115.94888799999998,28.649256,1,0,0,0,0,2018-08-04 01:24:43,41,4679,1533317083.0,0.0,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,青山湖区,1
51,AA00001,AAA9102001,117,115.94899,28.649208,1,0,0,0,0,2018-08-04 01:24:44,40,4679,1533317084.0,0.0925925925925926,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,青山湖区,1
52,AA00001,AAA9102001,116,115.949093,28.649161,1,0,0,0,0,2018-08-04 01:24:45,40,4679,1533317085.0,0.1851851851851852,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,青山湖区,1
53,AA00001,AAA9102001,116,115.949195,28.649113,1,0,0,0,0,2018-08-04 01:24:46,41,4679,1533317086.0,0.0925925925925926,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,青山湖区,1
54,AA00001,AAA9102001,116,115.949298,28.649065000000004,1,0,0,0,0,2018-08-04 01:24:47,41,4679,1533317087.0,0.0,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,青山湖区,1
55,AA00001,AAA9102001,116,115.949403,28.649016,1,0,0,0,0,2018-08-04 01:24:48,42,4679,1533317088.0,-0.0925925925925926,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,青山湖区,1
56,AA00001,AAA9102001,116,115.949506,28.64897,1,0,0,0,0,2018-08-04 01:24:49,42,4679,1533317089.0,-0.0925925925925926,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,青山湖区,1
57,AA00001,AAA9102001,116,115.949611,28.64892,1,0,0,0,0,2018-08-04 01:24:50,41,4679,1533317090.0,0.1851851851851852,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,青山湖区,1
58,AA00001,AAA9102001,116,115.949715,28.648873,1,0,0,0,0,2018-08-04 01:24:51,41,4679,1533317091.0,0.1851851851851852,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,青山湖区,1
59,AA00001,AAA9102001,116,115.94982,28.648826,1,0,0,0,0,2018-08-04 01:24:52,41,4679,1533317092.0,0.1851851851851852,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,青山湖区,1
60,AA00001,AAA9102001,115,115.949928,28.648781,1,0,0,0,0,2018-08-04 01:24:53,43,4679,1533317093.0,0.0,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,青山湖区,1
61,AA00001,AAA9102001,116,115.950038,28.648733,1,0,0,0,0,2018-08-04 01:24:54,43,4679,1533317094.0,0.0,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,青山湖区,1
62,AA00001,AAA9102001,116,115.950146,28.648683,1,0,0,0,0,2018-08-04 01:24:55,43,4679,1533317095.0,0.0,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,青山湖区,1
63,AA00001,AAA9102001,116,115.950256,28.648635,1,0,0,0,0,2018-08-04 01:24:56,43,4679,1533317096.0,-0.0925925925925926,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,青山湖区,1
64,AA00001,AAA9102001,116,115.95037,28.648588,1,0,0,0,0,2018-08-04 01:24:57,43,4679,1533317097.0,-0.0925925925925926,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,青山湖区,1
65,AA00001,AAA9102001,116,115.95048,28.64854,1,0,0,0,0,2018-08-04 01:24:58,43,4679,1533317098.0,-0.1851851851851852,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,青山湖区,1
66,AA00001,AAA9102001,116,115.95058799999998,28.648495,1,0,0,0,0,2018-08-04 01:24:59,42,4679,1533317099.0,0.0,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,青山湖区,1
67,AA00001,AAA9102001,117,115.950696,28.648446000000003,1,0,0,0,0,2018-08-04 01:25:00,42,4679,1533317100.0,-0.0925925925925926,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,青山湖区,1
68,AA00001,AAA9102001,115,115.950803,28.648401,1,0,0,0,0,2018-08-04 01:25:01,41,4679,1533317101.0,-0.0925925925925926,0,0,0,0,0,0,1,2,0,3.0,4/8/2018,江西,南昌,青山湖区,1
69,AA00001,AAA9102001,117,115.950913,28.648358,1,0,0,0,0,2018-08-04 01:25:02,42,4679,1533317102.0,-0.1851851851851852,0,0,0,0,0,0,1,2,0,3.0,4/8/2018,江西,南昌,青山湖区,1
70,AA00001,AAA9102001,117,115.951016,28.64831,1,0,0,0,0,2018-08-04 01:25:03,41,4679,1533317103.0,-0.0925925925925926,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,青山湖区,1
71,AA00001,AAA9102001,117,115.951125,28.648266,1,0,0,0,0,2018-08-04 01:25:04,40,4679,1533317104.0,-0.0925925925925926,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,青山湖区,1
72,AA00001,AAA9102001,116,115.95123,28.648226,1,0,0,0,0,2018-08-04 01:25:05,40,4679,1533317105.0,-0.0925925925925926,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,青山湖区,1
73,AA00001,AAA9102001,116,115.951338,28.648185,1,0,0,0,0,2018-08-04 01:25:06,40,4679,1533317106.0,-0.1851851851851852,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,青山湖区,1
74,AA00001,AAA9102001,117,115.951441,28.64814,1,0,0,0,0,2018-08-04 01:25:07,39,4679,1533317107.0,-0.2777777777777778,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,青山湖区,1
75,AA00001,AAA9102001,117,115.951543,28.648096,1,0,0,0,0,2018-08-04 01:25:08,39,4679,1533317108.0,-0.3703703703703704,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,青山湖区,1
76,AA00001,AAA9102001,118,115.95164,28.648053000000004,1,0,0,0,0,2018-08-04 01:25:09,38,4679,1533317109.0,-0.6481481481481481,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,青山湖区,1
77,AA00001,AAA9102001,115,115.951736,28.648013,1,0,0,0,0,2018-08-04 01:25:10,36,4679,1533317110.0,-0.6481481481481481,0,0,0,0,0,0,1,3,0,3.0,4/8/2018,江西,南昌,青山湖区,1
78,AA00001,AAA9102001,114,115.951826,28.647978,1,0,0,0,0,2018-08-04 01:25:11,35,4679,1533317111.0,-0.8333333333333334,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,青山湖区,1
79,AA00001,AAA9102001,114,115.951908,28.647946,1,0,0,0,0,2018-08-04 01:25:12,31,4679,1533317112.0,-0.6481481481481481,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,青山湖区,1
80,AA00001,AAA9102001,115,115.95198,28.647916,1,0,0,0,0,2018-08-04 01:25:13,29,4679,1533317113.0,-0.6481481481481481,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,青山湖区,1
81,AA00001,AAA9102001,116,115.952045,28.647886,1,0,0,0,0,2018-08-04 01:25:14,26,4679,1533317114.0,-0.5555555555555556,0,0,0,0,0,0,0,1,0,0.0,4/8/2018,江西,南昌,青山湖区,0
82,AA00001,AAA9102001,116,115.952105,28.64785800000001,1,0,0,0,0,2018-08-04 01:25:15,24,4679,1533317115.0,-0.7407407407407408,0,0,0,0,0,0,0,0,0,0.0,4/8/2018,江西,南昌,青山湖区,0
83,AA00001,AAA9102001,115,115.95216,28.647836,1,0,0,0,0,2018-08-04 01:25:16,22,4679,1533317116.0,-0.925925925925926,0,0,0,0,0,0,0,1,0,0.0,4/8/2018,江西,南昌,青山湖区,0
84,AA00001,AAA9102001,114,115.95221,28.647815,1,0,0,0,0,2018-08-04 01:25:17,20,4679,1533317117.0,-1.851851851851852,0,0,0,0,0,0,0,1,0,0.0,4/8/2018,江西,南昌,青山湖区,0
85,AA00001,AAA9102001,117,115.95225,28.647796000000003,1,0,0,0,0,2018-08-04 01:25:18,16,4679,1533317118.0,-1.4814814814814816,0,0,0,0,0,0,0,3,0,0.0,4/8/2018,江西,南昌,青山湖区,0
86,AA00001,AAA9102001,114,115.952283,28.647785,1,0,0,0,0,2018-08-04 01:25:19,12,4679,1533317119.0,-1.1111111111111112,0,0,0,0,0,0,0,3,0,0.0,4/8/2018,江西,南昌,青山湖区,0
87,AA00001,AAA9102001,119,115.952303,28.647775,1,0,0,0,0,2018-08-04 01:25:20,0,4679,1533317120.0,0.0,0,0,0,0,0,0,0,5,0,0.0,4/8/2018,江西,南昌,青山湖区,0
88,AA00001,AAA9102001,120,115.95232,28.647768,1,0,0,0,0,2018-08-04 01:25:21,0,4679,1533317121.0,0.0,0,0,0,0,0,0,0,1,0,0.0,4/8/2018,江西,南昌,青山湖区,0
89,AA00001,AAA9102001,120,115.952326,28.647765000000003,1,0,0,0,0,2018-08-04 01:25:22,0,4679,1533317122.0,0.0,0,0,0,0,0,0,0,0,0,0.0,4/8/2018,江西,南昌,青山湖区,0
90,AA00001,AAA9102001,120,115.95233,28.647763,1,0,0,0,0,2018-08-04 01:25:23,0,4679,1533317123.0,0.0,0,0,0,0,0,0,0,0,0,0.0,4/8/2018,江西,南昌,青山湖区,0
91,AA00001,AAA9102001,120,115.95233,28.647765000000003,1,0,0,0,0,2018-08-04 01:25:24,0,4679,1533317124.0,0.0,0,0,0,0,0,0,0,0,0,0.0,4/8/2018,江西,南昌,青山湖区,0
92,AA00001,AAA9102001,120,115.952328,28.647766,1,0,0,0,0,2018-08-04 01:25:25,0,4679,1533317125.0,0.0,0,0,0,0,0,0,0,0,0,0.0,4/8/2018,江西,南昌,青山湖区,0
93,AA00001,AAA9102001,120,115.952326,28.64777,1,0,0,0,0,2018-08-04 01:25:27,0,4679,1533317127.0,0.0,0,0,0,0,0,0,0,0,0,0.0,4/8/2018,江西,南昌,青山湖区,0
94,AA00001,AAA9102001,120,115.952326,28.647771,1,0,0,0,0,2018-08-04 01:25:28,0,4679,1533317128.0,0.0,0,0,0,0,0,0,0,0,0,0.0,4/8/2018,江西,南昌,青山湖区,0
95,AA00001,AAA9102001,120,115.952325,28.647771,1,0,0,0,0,2018-08-04 01:25:30,0,4679,1533317130.0,0.0,0,0,0,0,0,0,0,0,0,0.0,4/8/2018,江西,南昌,青山湖区,0
96,AA00001,AAA9102001,120,115.952323,28.647771,1,0,0,0,0,2018-08-04 01:25:31,0,4679,1533317131.0,0.0,0,0,0,0,0,0,0,0,0,0.0,4/8/2018,江西,南昌,青山湖区,0
97,AA00001,AAA9102001,120,115.952321,28.647771,1,0,0,0,0,2018-08-04 01:25:32,0,4679,1533317132.0,0.0,0,0,0,0,0,0,0,0,0,0.0,4/8/2018,江西,南昌,青山湖区,0
98,AA00001,AAA9102001,120,115.952318,28.647773,1,0,0,0,0,2018-08-04 01:25:33,0,4679,1533317133.0,0.0,0,0,0,0,0,0,0,0,0,0.0,4/8/2018,江西,南昌,青山湖区,0
99,AA00001,AAA9102001,117,115.95233,28.647756,1,0,0,0,0,2018-08-04 01:26:44,0,4679,1533317204.0,0.0,0,0,0,0,0,0,0,3,0,0.0,4/8/2018,江西,南昌,青山湖区,0
100,AA00001,AAA9102001,114,115.95236,28.647743,1,0,0,0,0,2018-08-04 01:26:45,10,4679,1533317205.0,0.5555555555555556,0,0,0,0,0,0,0,3,0,0.0,4/8/2018,江西,南昌,青山湖区,0
101,AA00001,AAA9102001,117,115.952398,28.647728000000004,1,0,0,0,0,2018-08-04 01:26:46,14,4679,1533317206.0,0.3703703703703704,0,0,0,0,0,0,0,3,0,0.0,4/8/2018,江西,南昌,青山湖区,0
102,AA00001,AAA9102001,117,115.952481,28.647698,1,0,0,0,0,2018-08-04 01:26:48,16,4679,1533317208.0,0.5555555555555556,0,0,0,0,0,0,0,0,0,0.0,4/8/2018,江西,南昌,青山湖区,0
103,AA00001,AAA9102001,117,115.95253,28.64767800000001,1,0,0,0,0,2018-08-04 01:26:49,18,4679,1533317209.0,0.2777777777777778,0,0,0,0,0,0,0,0,0,0.0,4/8/2018,江西,南昌,青山湖区,0
104,AA00001,AAA9102001,111,115.952583,28.64766,1,0,0,0,0,2018-08-04 01:26:50,20,4679,1533317210.0,0.1851851851851852,0,0,0,0,0,0,0,6,0,0.0,4/8/2018,江西,南昌,青山湖区,0
105,AA00001,AAA9102001,101,115.952645,28.64765,1,0,0,0,0,2018-08-04 01:26:51,22,4679,1533317211.0,0.0,0,0,0,0,0,0,0,10,1,2.0,4/8/2018,江西,南昌,青山湖区,1
106,AA00001,AAA9102001,87,115.952703,28.64765,1,0,0,0,0,2018-08-04 01:26:52,21,4679,1533317212.0,0.0925925925925926,0,0,0,0,0,0,0,14,1,2.0,4/8/2018,江西,南昌,青山湖区,1
107,AA00001,AAA9102001,79,115.952766,28.647658000000003,1,0,0,0,0,2018-08-04 01:26:53,22,4679,1533317213.0,0.1851851851851852,0,0,0,0,0,0,0,8,0,0.0,4/8/2018,江西,南昌,青山湖区,0
108,AA00001,AAA9102001,74,115.95283,28.64767100000001,1,0,0,0,0,2018-08-04 01:26:54,22,4679,1533317214.0,0.2777777777777778,0,0,0,0,0,0,0,5,0,0.0,4/8/2018,江西,南昌,青山湖区,0
109,AA00001,AAA9102001,67,115.952888,28.647695,1,0,0,0,0,2018-08-04 01:26:55,22,4679,1533317215.0,0.2777777777777778,0,0,0,0,0,0,0,7,0,0.0,4/8/2018,江西,南昌,青山湖区,0
110,AA00001,AAA9102001,61,115.95295,28.647725,1,0,0,0,0,2018-08-04 01:26:56,24,4679,1533317216.0,0.3703703703703704,0,0,0,0,0,0,0,6,0,0.0,4/8/2018,江西,南昌,青山湖区,0
111,AA00001,AAA9102001,48,115.953003,28.647763,1,0,0,0,0,2018-08-04 01:26:57,25,4679,1533317217.0,0.3703703703703704,0,0,0,0,0,0,0,13,1,2.0,4/8/2018,江西,南昌,青山湖区,1
112,AA00001,AAA9102001,38,115.953048,28.64781,1,0,0,0,0,2018-08-04 01:26:58,25,4679,1533317218.0,0.6481481481481481,0,0,0,0,0,0,0,10,1,2.0,4/8/2018,江西,南昌,青山湖区,1
113,AA00001,AAA9102001,28,115.953083,28.64787,1,0,0,0,0,2018-08-04 01:26:59,28,4679,1533317219.0,0.462962962962963,0,0,0,0,0,0,1,10,1,5.0,4/8/2018,江西,南昌,青山湖区,2
114,AA00001,AAA9102001,20,115.953113,28.64794,1,0,0,0,0,2018-08-04 01:27:00,29,4679,1533317220.0,0.462962962962963,0,0,0,0,0,0,1,8,0,3.0,4/8/2018,江西,南昌,青山湖区,1
115,AA00001,AAA9102001,20,115.953143,28.648015,1,0,0,0,0,2018-08-04 01:27:01,32,4679,1533317221.0,0.2777777777777778,0,0,0,0,0,0,1,0,0,3.0,4/8/2018,江西,南昌,青山湖区,1
116,AA00001,AAA9102001,21,115.953175,28.648091,1,0,0,0,0,2018-08-04 01:27:02,33,4679,1533317222.0,0.2777777777777778,0,0,0,0,0,0,1,1,0,3.0,4/8/2018,江西,南昌,青山湖区,1
117,AA00001,AAA9102001,18,115.953203,28.648173,1,0,0,0,0,2018-08-04 01:27:03,34,4679,1533317223.0,0.3703703703703704,0,0,0,0,0,0,1,3,0,3.0,4/8/2018,江西,南昌,青山湖区,1
118,AA00001,AAA9102001,16,115.95326,28.64834,1,0,0,0,0,2018-08-04 01:27:05,36,4679,1533317225.0,0.462962962962963,0,0,0,0,0,0,1,2,0,3.0,4/8/2018,江西,南昌,青山湖区,1
119,AA00001,AAA9102001,18,115.953291,28.64843,1,0,0,0,0,2018-08-04 01:27:06,38,4679,1533317226.0,0.462962962962963,0,0,0,0,0,0,1,2,0,3.0,4/8/2018,江西,南昌,青山湖区,1
