vehicleplatenumber,device_num,direction_angle,lng,lat,acc_state,right_turn_signals,left_turn_signals,hand_brake,foot_brake,location_time,gps_speed,mileage,lng_x,lat_y,unix_time,labels
AM00428,AAA7109428,3,115.940531,28.664146,1,0,0,0,0,2018-09-25 23:38:14,20,19092,12906440.87322175,3332968.399264816,1537889894.0,0
AM00428,AAA7109428,4,115.940535,28.664201,1,0,0,0,0,2018-09-25 23:38:15,21,19092,12906441.318499714,3332975.376982077,1537889895.0,0
AM00428,AAA7109428,2,115.940536,28.664255,1,0,0,0,0,2018-09-25 23:38:16,22,19092,12906441.429819206,3332982.227835315,1537889896.0,0
AM00428,AAA7109428,0,115.940548,28.664293,1,0,0,0,0,2018-09-25 23:38:17,21,19092,12906442.765653092,3332987.048808227,1537889897.0,0
AM00428,AAA7109428,3,115.94055,28.66435,1,0,0,0,0,2018-09-25 23:38:18,22,19092,12906442.988292076,3332994.280270873,1537889898.0,0
AM00428,AAA7109428,3,115.940566,28.664406,1,0,0,0,0,2018-09-25 23:38:19,22,19092,12906444.769403925,3333001.384869585,1537889899.0,0
AM00428,AAA7109428,3,115.940571,28.664456,1,0,0,0,0,2018-09-25 23:38:20,21,19092,12906445.326001378,3333007.728264498,1537889900.0,0
AM00428,AAA7109428,1,115.940575,28.664511,1,0,0,0,0,2018-09-25 23:38:21,22,19092,12906445.771279344,3333014.706002398,1537889901.0,0
AM00428,AAA7109428,1,115.940578,28.664558000000003,1,0,0,0,0,2018-09-25 23:38:22,19,19092,12906446.105237816,3333020.668799505,1537889902.0,0
AM00428,AAA7109428,359,115.940578,28.664611,1,0,0,0,0,2018-09-25 23:38:23,22,19092,12906446.105237816,3333027.39280796,1537889903.0,0
AM00428,AAA7109428,2,115.94058,28.664663,1,0,0,0,0,2018-09-25 23:38:24,22,19092,12906446.3278768,3333033.989951636,1537889904.0,0
AM00428,AAA7109428,0,115.940581,28.664715,1,0,0,0,0,2018-09-25 23:38:25,20,19092,12906446.43919629,3333040.587098587,1537889905.0,0
AM00428,AAA7109428,353,115.940573,28.664755,1,0,0,0,0,2018-09-25 23:38:26,16,19093,12906445.54864036,3333045.6618292374,1537889906.0,0
AM00428,AAA7109428,356,115.94057,28.664801,1,0,0,0,0,2018-09-25 23:38:27,16,19093,12906445.21468189,3333051.49777188,1537889907.0,0
AM00428,AAA7109428,1,115.940578,28.664863,1,0,0,0,0,2018-09-25 23:38:28,22,19093,12906446.105237816,3333059.363611671,1537889908.0,0
AM00428,AAA7109428,8,115.940583,28.664918,1,0,0,0,0,2018-09-25 23:38:29,21,19093,12906446.66183527,3333066.341376667,1537889909.0,0
AM00428,AAA7109428,8,115.94059,28.664976,1,0,0,0,0,2018-09-25 23:38:30,21,19093,12906447.441071706,3333073.699750995,1537889910.0,0
AM00428,AAA7109428,13,115.940601,28.66502,1,0,0,0,0,2018-09-25 23:38:31,16,19093,12906448.665586105,3333079.281968718,1537889911.0,0
AM00428,AAA7109428,5,115.940606,28.665081,1,0,0,0,0,2018-09-25 23:38:33,0,19093,12906449.222183555,3333087.0209562588,1537889913.0,0
AM00428,AAA7109428,5,115.94061,28.665093,1,0,0,0,0,2018-09-25 23:38:34,0,19093,12906449.667461522,3333088.5433805664,1537889914.0,0
AM00428,AAA7109428,1,115.94061,28.66511,1,0,0,0,0,2018-09-25 23:38:35,0,19093,12906449.667461522,3333090.7001486337,1537889915.0,0
AM00428,AAA7109428,2,115.940606,28.665136,1,0,0,0,0,2018-09-25 23:38:37,0,19093,12906449.222183555,3333093.9987357687,1537889917.0,0
AM00428,AAA7109428,2,115.940601,28.665148,1,0,0,0,0,2018-09-25 23:38:38,0,19093,12906448.665586105,3333095.5211608764,1537889918.0,0
AM00428,AAA7109428,355,115.940596,28.665165,1,0,0,0,0,2018-09-25 23:38:39,0,19093,12906448.10898865,3333097.6779300743,1537889919.0,0
AM00428,AAA7109428,6,115.940596,28.665193,1,0,0,0,0,2018-09-25 23:38:40,0,19093,12906448.10898865,3333101.230256581,1537889920.0,0
AM00428,AAA7109428,359,115.940596,28.66522800000001,1,0,0,0,0,2018-09-25 23:38:41,13,19093,12906448.10898865,3333105.6706660474,1537889921.0,0
AM00428,AAA7109428,359,115.940603,28.665276,1,0,0,0,0,2018-09-25 23:38:42,13,19093,12906448.888225084,3333111.7603728664,1537889922.0,0
AM00428,AAA7109428,0,115.940611,28.665313,1,0,0,0,0,2018-09-25 23:38:43,14,19093,12906449.778781015,3333116.454523781,1537889923.0,0
AM00428,AAA7109428,2,115.94061299999998,28.665353000000003,1,0,0,0,0,2018-09-25 23:38:44,16,19093,12906450.001419993,3333121.529283384,1537889924.0,0
AM00428,AAA7109428,4,115.940618,28.665393,1,0,0,0,0,2018-09-25 23:38:45,17,19093,12906450.558017448,3333126.604044928,1537889925.0,0
AM00428,AAA7109428,9,115.940623,28.665428,1,0,0,0,0,2018-09-25 23:38:46,15,19093,12906451.114614902,3333131.044462869,1537889926.0,0
AM00428,AAA7109428,6,115.940626,28.665461,1,0,0,0,0,2018-09-25 23:38:47,15,19093,12906451.448573373,3333135.2311439943,1537889927.0,0
AM00428,AAA7109428,16,115.940636,28.665495,1,0,0,0,0,2018-09-25 23:38:48,13,19093,12906452.561768286,3333139.5446956293,1537889928.0,0
AM00428,AAA7109428,20,115.940651,28.665523,1,0,0,0,0,2018-09-25 23:38:49,11,19093,12906454.231560646,3333143.0970333195,1537889929.0,0
AM00428,AAA7109428,29,115.940663,28.66555,1,0,0,0,0,2018-09-25 23:38:50,0,19093,12906455.567394532,3333146.5225027064,1537889930.0,0
AM00428,AAA7109428,58,115.940678,28.665561,1,0,0,0,0,2018-09-25 23:38:51,0,19093,12906457.237186896,3333147.9180645593,1537889931.0,0
AM00428,AAA7109428,82,115.940701,28.665566,1,0,0,0,0,2018-09-25 23:38:52,0,19093,12906459.797535185,3333148.5524109057,1537889932.0,0
AM00428,AAA7109428,97,115.940728,28.665565,1,0,0,0,0,2018-09-25 23:38:53,11,19093,12906462.803161435,3333148.4255416323,1537889933.0,0
AM00428,AAA7109428,95,115.94077,28.665571000000003,1,0,0,0,0,2018-09-25 23:38:54,14,19093,12906467.478580048,3333149.1867572838,1537889934.0,0
AM00428,AAA7109428,99,115.940808,28.665566,1,0,0,0,0,2018-09-25 23:38:55,15,19093,12906471.7087207,3333148.5524109057,1537889935.0,0
AM00428,AAA7109428,93,115.940851,28.665563,1,0,0,0,0,2018-09-25 23:38:56,15,19093,12906476.495458802,3333148.1718030926,1537889936.0,0
AM00428,AAA7109428,90,115.940901,28.66556,1,0,0,0,0,2018-09-25 23:38:57,16,19093,12906482.06143334,3333147.791195294,1537889937.0,0
AM00428,AAA7109428,93,115.94095,28.665556,1,0,0,0,0,2018-09-25 23:38:58,17,19093,12906487.516088393,3333147.283718245,1537889938.0,0
AM00428,AAA7109428,92,115.941006,28.665555,1,0,0,0,0,2018-09-25 23:38:59,19,19093,12906493.749979874,3333147.1568489857,1537889939.0,0
AM00428,AAA7109428,90,115.941061,28.66555,1,0,0,0,0,2018-09-25 23:39:00,20,19093,12906499.87255187,3333146.5225027064,1537889940.0,0
AM00428,AAA7109428,90,115.941118,28.66554600000001,1,0,0,0,0,2018-09-25 23:39:01,19,19093,12906506.217762845,3333146.015025706,1537889941.0,0
AM00428,AAA7109428,93,115.941168,28.665541,1,0,0,0,0,2018-09-25 23:39:02,19,19093,12906511.783737386,3333145.380679478,1537889942.0,0
AM00428,AAA7109428,102,115.941216,28.665533,1,0,0,0,0,2018-09-25 23:39:03,18,19093,12906517.127072943,3333144.3657255806,1537889943.0,0
AM00428,AAA7109428,98,115.941271,28.665523,1,0,0,0,0,2018-09-25 23:39:04,21,19093,12906523.249644935,3333143.0970333195,1537889944.0,0
AM00428,AAA7109428,96,115.941331,28.665518,1,0,0,0,0,2018-09-25 23:39:05,22,19093,12906529.928814385,3333142.462687232,1537889945.0,0
AM00428,AAA7109428,102,115.941401,28.66550100000001,1,0,0,0,0,2018-09-25 23:39:06,25,19093,12906537.72117874,3333140.305910768,1537889946.0,0
AM00428,AAA7109428,102,115.941471,28.665486,1,0,0,0,0,2018-09-25 23:39:07,25,19093,12906545.513543095,3333138.402873004,1537889947.0,0
AM00428,AAA7109428,96,115.941543,28.665478000000004,1,0,0,0,0,2018-09-25 23:39:08,25,19093,12906553.528546432,3333137.3879196383,1537889948.0,0
AM00428,AAA7109428,94,115.94161499999998,28.66547000000001,1,0,0,0,0,2018-09-25 23:39:09,26,19093,12906561.543549767,3333136.3729663515,1537889949.0,0
AM00428,AAA7109428,95,115.94169,28.665463,1,0,0,0,0,2018-09-25 23:39:10,26,19093,12906569.892511578,3333135.4848822886,1537889950.0,0
AM00428,AAA7109428,95,115.941766,28.665458,1,0,0,0,0,2018-09-25 23:39:11,27,19093,12906578.352792878,3333134.8505365667,1537889951.0,0
AM00428,AAA7109428,95,115.941845,28.66545300000001,1,0,0,0,0,2018-09-25 23:39:12,28,19093,12906587.147032652,3333134.216190875,1537889952.0,0
AM00428,AAA7109428,95,115.941925,28.66545,1,0,0,0,0,2018-09-25 23:39:13,29,19093,12906596.052591914,3333133.8355834726,1537889953.0,0
AM00428,AAA7109428,95,115.942006,28.66544600000001,1,0,0,0,0,2018-09-25 23:39:14,29,19093,12906605.06947067,3333133.328106957,1537889954.0,0
AM00428,AAA7109428,97,115.942086,28.665440000000004,1,0,0,0,0,2018-09-25 23:39:15,27,19093,12906613.975029932,3333132.566892217,1537889955.0,0
AM00428,AAA7109428,94,115.942166,28.665433,1,0,0,0,0,2018-09-25 23:39:16,29,19093,12906622.880589193,3333131.678808409,1537889956.0,0
AM00428,AAA7109428,98,115.942245,28.665421,1,0,0,0,0,2018-09-25 23:39:17,29,19093,12906631.674828967,3333130.1563791614,1537889957.0,0
AM00428,AAA7109428,97,115.942323,28.66541,1,0,0,0,0,2018-09-25 23:39:18,28,19093,12906640.357749252,3333128.7608191688,1537889958.0,0
AM00428,AAA7109428,96,115.9424,28.665393,1,0,0,0,0,2018-09-25 23:39:19,29,19093,12906648.929350045,3333126.604044928,1537889959.0,0
AM00428,AAA7109428,97,115.942475,28.665385,1,0,0,0,0,2018-09-25 23:39:20,27,19093,12906657.27831185,3333125.5890924637,1537889960.0,0
AM00428,AAA7109428,98,115.942556,28.665375,1,0,0,0,0,2018-09-25 23:39:21,29,19093,12906666.295190608,3333124.320401995,1537889961.0,0
AM00428,AAA7109428,97,115.94264,28.665366,1,0,0,0,0,2018-09-25 23:39:22,29,19093,12906675.646027833,3333123.1785806725,1537889962.0,0
AM00428,AAA7109428,97,115.942721,28.665358,1,0,0,0,0,2018-09-25 23:39:23,29,19093,12906684.662906585,3333122.163628473,1537889963.0,0
AM00428,AAA7109428,99,115.942803,28.665343,1,0,0,0,0,2018-09-25 23:39:24,29,19093,12906693.79110483,3333120.2605933025,1537889964.0,0
AM00428,AAA7109428,95,115.942885,28.665333,1,0,0,0,0,2018-09-25 23:39:25,29,19093,12906702.919303074,3333118.991903338,1537889965.0,0
AM00428,AAA7109428,96,115.942965,28.665323,1,0,0,0,0,2018-09-25 23:39:26,29,19093,12906711.82486234,3333117.723213498,1537889966.0,0
AM00428,AAA7109428,95,115.943048,28.665313,1,0,0,0,0,2018-09-25 23:39:27,29,19093,12906721.064380076,3333116.454523781,1537889967.0,0
AM00428,AAA7109428,96,115.943128,28.665303,1,0,0,0,0,2018-09-25 23:39:28,29,19093,12906729.969939338,3333115.1858341787,1537889968.0,0
AM00428,AAA7109428,97,115.943211,28.665295,1,0,0,0,0,2018-09-25 23:39:29,29,19093,12906739.209457075,3333114.170882587,1537889969.0,0
AM00428,AAA7109428,97,115.943291,28.665288,1,0,0,0,0,2018-09-25 23:39:30,28,19093,12906748.115016336,3333113.2828000067,1537889970.0,0
AM00428,AAA7109428,95,115.94337,28.665285,1,0,0,0,0,2018-09-25 23:39:31,27,19093,12906756.909256112,3333112.9021932064,1537889971.0,0
AM00428,AAA7109428,97,115.943443,28.665281,1,0,0,0,0,2018-09-25 23:39:32,25,19093,12906765.035578938,3333112.394717486,1537889972.0,0
AM00428,AAA7109428,98,115.943513,28.665276,1,0,0,0,0,2018-09-25 23:39:33,24,19093,12906772.827943293,3333111.7603728664,1537889973.0,0
AM00428,AAA7109428,99,115.943581,28.66527,1,0,0,0,0,2018-09-25 23:39:34,23,19093,12906780.397668667,3333110.999159361,1537889974.0,0
AM00428,AAA7109428,95,115.943645,28.665261,1,0,0,0,0,2018-09-25 23:39:35,22,19093,12906787.52211608,3333109.8573391875,1537889975.0,0
AM00428,AAA7109428,94,115.9437,28.665256,1,0,0,0,0,2018-09-25 23:39:36,18,19093,12906793.644688075,3333109.2229946856,1537889976.0,0
AM00428,AAA7109428,93,115.943743,28.665255,1,0,0,0,0,2018-09-25 23:39:37,15,19093,12906798.431426175,3333109.096125788,1537889977.0,0
AM00428,AAA7109428,94,115.94378,28.665255,1,0,0,0,0,2018-09-25 23:39:38,13,19093,12906802.550247336,3333109.096125788,1537889978.0,0
AM00428,AAA7109428,90,115.943806,28.665258,1,0,0,0,0,2018-09-25 23:39:39,0,19093,12906805.444554094,3333109.4767324817,1537889979.0,0
AM00428,AAA7109428,91,115.943821,28.665263,1,0,0,0,0,2018-09-25 23:39:40,0,19093,12906807.11434646,3333110.111076994,1537889980.0,0
AM00428,AAA7109428,91,115.943835,28.665263,1,0,0,0,0,2018-09-25 23:39:41,0,19093,12906808.672819333,3333110.111076994,1537889981.0,0
AM00428,AAA7109428,91,115.943846,28.665266,1,0,0,0,0,2018-09-25 23:39:42,0,19093,12906809.89733373,3333110.4916837164,1537889982.0,0
AM00428,AAA7109428,91,115.943851,28.665268,1,0,0,0,0,2018-09-25 23:39:43,0,19093,12906810.453931184,3333110.745421535,1537889983.0,0
AM00428,AAA7109428,91,115.943858,28.66527,1,0,0,0,0,2018-09-25 23:39:44,0,19093,12906811.23316762,3333110.999159361,1537889984.0,0
AM00428,AAA7109428,91,115.943863,28.665271,1,0,0,0,0,2018-09-25 23:39:45,0,19093,12906811.789765073,3333111.126028277,1537889985.0,0
AM00428,AAA7109428,91,115.943868,28.665271,1,0,0,0,0,2018-09-25 23:39:46,0,19093,12906812.346362526,3333111.126028277,1537889986.0,0
AM00428,AAA7109428,91,115.943873,28.665273,1,0,0,0,0,2018-09-25 23:39:47,0,19093,12906812.902959982,3333111.379766111,1537889987.0,0
AM00428,AAA7109428,91,115.943876,28.665275,1,0,0,0,0,2018-09-25 23:39:48,0,19093,12906813.236918453,3333111.633503949,1537889988.0,0
AM00428,AAA7109428,100,115.943966,28.665271,1,0,0,0,0,2018-09-25 23:40:37,0,19093,12906823.255672622,3333111.126028277,1537890037.0,0
AM00428,AAA7109428,94,115.943985,28.665271,1,0,0,0,0,2018-09-25 23:40:38,0,19093,12906825.37074295,3333111.126028277,1537890038.0,0
AM00428,AAA7109428,97,115.944008,28.665271,1,0,0,0,0,2018-09-25 23:40:39,0,19093,12906827.931091238,3333111.126028277,1537890039.0,0
AM00428,AAA7109428,94,115.944031,28.665273,1,0,0,0,0,2018-09-25 23:40:40,0,19093,12906830.491439525,3333111.379766111,1537890040.0,0
AM00428,AAA7109428,93,115.94405,28.665273,1,0,0,0,0,2018-09-25 23:40:41,0,19093,12906832.60650985,3333111.379766111,1537890041.0,0
AM00428,AAA7109428,86,115.944066,28.665275,1,0,0,0,0,2018-09-25 23:40:42,0,19093,12906834.387621699,3333111.633503949,1537890042.0,0
AM00428,AAA7109428,86,115.944081,28.665286,1,0,0,0,0,2018-09-25 23:40:43,0,19093,12906836.057414068,3333113.029062137,1537890043.0,0
AM00428,AAA7109428,86,115.944101,28.665293,1,0,0,0,0,2018-09-25 23:40:44,0,19093,12906838.28380388,3333113.9171447004,1537890044.0,0
AM00428,AAA7109428,104,115.944108,28.66529,1,0,0,0,0,2018-09-25 23:40:47,0,19093,12906839.06304032,3333113.536537882,1537890047.0,0
AM00428,AAA7109428,96,115.94413,28.665286,1,0,0,0,0,2018-09-25 23:40:48,0,19093,12906841.512069115,3333113.029062137,1537890048.0,0
AM00428,AAA7109428,95,115.94415,28.66528,1,0,0,0,0,2018-09-25 23:40:49,0,19093,12906843.738458928,3333112.267848563,1537890049.0,0
AM00428,AAA7109428,92,115.94417,28.665275,1,0,0,0,0,2018-09-25 23:40:50,0,19093,12906845.964848746,3333111.633503949,1537890050.0,0
AM00428,AAA7109428,96,115.94418799999998,28.66527,1,0,0,0,0,2018-09-25 23:40:51,0,19093,12906847.968599578,3333110.999159361,1537890051.0,0
AM00428,AAA7109428,97,115.944208,28.665266,1,0,0,0,0,2018-09-25 23:40:52,0,19093,12906850.194989394,3333110.4916837164,1537890052.0,0
AM00428,AAA7109428,96,115.944225,28.665261,1,0,0,0,0,2018-09-25 23:40:53,0,19093,12906852.08742074,3333109.8573391875,1537890053.0,0
